municipality_code,municipality_name,indicator_id,raw_value,source
0107,Espinho,risco_incendio_rural,19.892,static
0107,Espinho,risco_inundacao,0,static
0107,Espinho,risco_movimento_massa,0.031,static
0107,Espinho,risco_nevao,0,static
0107,Espinho,risco_ondas_calor,25,static
0107,Espinho,risco_ondas_frio,66.667,static
0107,Espinho,risco_seca,33.333,static
0107,Espinho,risco_sismo,54.109,static
0107,Espinho,risco_tsunami,12.314,static
0107,Espinho,taxa_bruta_natalidade,4.9,static
0107,Espinho,taxa_crescimento_efetivo,1.05,static
0107,Espinho,taxa_desemprego,10.07,static
0107,Espinho,taxa_esforco_arrendamento,40.24555735,static
0107,Espinho,valor_mediano_vendas_m2,2558,static
0108,Estarreja,acessos_internet_banda_larga,37.39,static
0108,Estarreja,certificacao_energetica_cf,62.42236025,static
0108,Estarreja,coeficiente_gini,41,static
0108,Estarreja,consumo_energia_eletrica,1244.9,static
0108,Estarreja,densidade_populacional,254,static
0108,Estarreja,disparidade_ganho_mensal,12.5,static
0108,Estarreja,duracao_pendulares,17.04,static
0108,Estarreja,emissoes_gee_edificios,7.8,static
0108,Estarreja,emissoes_gee_transportes,88.51,static
0108,Estarreja,empresas_volume_negocios,740189.5,static
0108,Estarreja,indice_envelhecimento_edificios,654.1,static
0108,Estarreja,percentagem_poder_compra,0.219,static
0108,Estarreja,prop_agregados_unipessoais,19.9,static
0108,Estarreja,prop_alojamentos_arrendados,0.0723,static
0108,Estarreja,prop_alojamentos_locais,1.06,static
0108,Estarreja,prop_alojamentos_nao_classicos,0.63,static
0108,Estarreja,prop_alojamentos_sobrelotados,10.5855855855855,static
0108,Estarreja,prop_alojamentos_vagos,14.4,static
0108,Estarreja,prop_ar_condicionado,8.548321048,static
0108,Estarreja,prop_edificios_fora_urbano,7.6,static
0108,Estarreja,prop_ensino_secundario,37.03,static
0108,Estarreja,prop_habitacao_social,0.378787879,static
0108,Estarreja,prop_mais_20min_escola,78.46,static
0108,Estarreja,prop_mais_30min_hospital,0,static
0108,Estarreja,prop_modo_pedonal,10.6,static
0108,Estarreja,prop_nacionalidade_estrangeira,0.064,static
0108,Estarreja,prop_necessidade_reparacao,19.29,static
0108,Estarreja,prop_pop_65_mais,24.39,static
0108,Estarreja,prop_reabilitacao_edificado,7.1,static
0108,Estarreja,prop_risco_pobreza,20.12727273,static
0108,Estarreja,prop_sem_aquecimento,26.92,static
0108,Estarreja,prop_transporte_coletivo,9.6,static
0108,Estarreja,prop_vagos_bom_estado,51.38741,static
0108,Estarreja,racio_vendas_estrangeiros,1,static
0108,Estarreja,risco_galgamentos_costeiros,27.229,static
0108,Estarreja,risco_incendio_rural,25.444,static
0108,Estarreja,risco_inundacao,10.48,static
0108,Estarreja,risco_movimento_massa,0.344,static
0108,Estarreja,risco_nevao,0,static
0108,Estarreja,risco_ondas_calor,25,static
0108,Estarreja,risco_ondas_frio,66.667,static
0108,Estarreja,risco_seca,33.333,static
0108,Estarreja,risco_sismo,56.683,static
0108,Estarreja,risco_tsunami,21.056,static
0108,Estarreja,taxa_bruta_natalidade,7,static
0108,Estarreja,taxa_crescimento_efetivo,1.38,static
0108,Estarreja,taxa_desemprego,6.24,static
0108,Estarreja,taxa_esforco_arrendamento,27.99676637,static
0108,Estarreja,valor_mediano_vendas_m2,1071,static
